Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;TDI;DSU;ATU;AFD
Sul;SC;4200051;42044553;Urbana;Estadual;89,5;18,4;69,2;19;43,8
Sul;SC;4200051;42152755;Urbana;Estadual;100;27,3;78,45;16,5;33,3
Sul;SC;4200101;42086728;Urbana;Estadual;72,1;27,4;78,8;21,2;56,7
Sul;SC;4200101;42145511;Rural;Estadual;89,4;8,3;85,7;16;33,3
Sul;SC;4200101;42145520;Rural;Estadual;86,2;27,9;86,7;10,2;50
Sul;SC;4200101;42152500;Rural;Federal;87,2;12,5;100;13,3;92,9
Sul;SC;4200200;42023718;Urbana;Estadual;86,3;17,2;89,7;25,1;64
Sul;SC;4200309;42023513;Urbana;Estadual;87,6;17,9;91,2;19;60,4
Sul;SC;4200408;42042429;Urbana;Estadual;83,1;22,7;88,9;21,3;76,1
Sul;SC;4200408;42042445;Rural;Estadual;99,4;6,9;72,8;24,9;67,9
Sul;SC;4200507;42054575;Urbana;Estadual;83,9;22,7;88,9;18,1;61
Sul;SC;4200556;42057876;Urbana;Estadual;83;15,9;100;14,7;62,5
Sul;SC;4200606;42005159;Urbana;Estadual;94,5;15,2;76,5;17,5;66,7
Sul;SC;4200606;42005353;Urbana;Estadual;85,5;19;92,3;19,6;52,2
Sul;SC;4200705;42097720;Urbana;Estadual;84,6;17,5;82,8;21,9;62,8
Sul;SC;4200754;42049679;Urbana;Estadual;92,7;14,3;90,9;18,7;68,4
Sul;SC;4200804;42063302;Urbana;Estadual;85,5;17,9;95;23,1;54,8
Sul;SC;4200903;42004861;Rural;Estadual;92,5;17,4;91,7;23;76,3
Sul;SC;4200903;42004977;Urbana;Estadual;98,4;16,3;100;20,5;56,8
Sul;SC;4201000;42032202;Rural;Estadual;93,6;20,8;75;16;50
Sul;SC;4201000;42032601;Urbana;Estadual;84,9;15,5;91,3;23,7;66,7
Sul;SC;4201109;42005655;Urbana;Estadual;86,5;22,8;94,1;16,8;60,2
Sul;SC;4201208;42002893;Urbana;Estadual;91,2;15,8;100;32,5;51,5
Sul;SC;4201257;42017947;Urbana;Estadual;82,7;15,7;90,6;23,2;54,5
Sul;SC;4201273;42047722;Urbana;Estadual;89,9;9,5;81;24,7;43,3
Sul;SC;4201273;42048176;Urbana;Estadual;92,3;10,5;83,3;12,7;83,8
Sul;SC;4201307;42021480;Urbana;Estadual;78,6;20,1;91,3;23,2;57,1
Sul;SC;4201307;42021685;Urbana;Estadual;63,8;33,5;86,7;33,6;67,6
Sul;SC;4201307;42021707;Urbana;Federal;93,8;19,7;100;31,8;93,5
Sul;SC;4201307;42141940;Rural;Estadual;95,7;60,9;66,7;11,5;25
Sul;SC;4201307;42152690;Urbana;Estadual;90,5;24,6;86,5;35,9;58,6
Sul;SC;4201307;42223202;Rural;Privada;92,8;3,9;100;48,4;47,5
Sul;SC;4201406;42028736;Urbana;Privada;98,8;0;92,9;27,7;83,3
Sul;SC;4201406;42076420;Urbana;Privada;92,4;1,7;100;29,2;72,2
Sul;SC;4201406;42076447;Urbana;Estadual;87,7;18,6;100;24,9;48,3
Sul;SC;4201406;42076455;Urbana;Estadual;79,4;23,3;100;23,8;64,6
Sul;SC;4201406;42076463;Urbana;Estadual;86;15;98,2;25,5;66,1
Sul;SC;4201406;42076471;Urbana;Estadual;90,4;10;100;26,1;70,4
Sul;SC;4201406;42076579;Urbana;Estadual;76,1;36,2;96,3;28,6;64,7
Sul;SC;4201406;42111706;Urbana;Privada;92,2;5,2;100;25,7;79,1
Sul;SC;4201406;42238200;Urbana;Federal;93,3;13,2;100;29,6;5,2
Sul;SC;4201505;42008468;Urbana;Estadual;82,5;23;87,5;17,7;43,7
Sul;SC;4201604;42073219;Urbana;Estadual;79,5;24,7;83,3;14,2;71,8
Sul;SC;4201653;42050340;Urbana;Estadual;86,9;17,1;75;20,5;43,3
Sul;SC;4201703;42018307;Urbana;Estadual;75,4;16,9;93,1;21,8;50,6
Sul;SC;4201703;42018315;Urbana;Privada;99;1,9;100;34,7;85,7
Sul;SC;4201802;42095972;Urbana;Estadual;95,2;13,8;95;17,6;57,7
Sul;SC;4201901;42022894;Urbana;Estadual;83,3;17;95,5;23;70,9
Sul;SC;4201950;42076315;Urbana;Estadual;79,7;25,6;94,1;23,9;76,1
Sul;SC;4202008;42069971;Urbana;Estadual;77,6;16,1;100;27;88,1
Sul;SC;4202008;42070040;Urbana;Estadual;64,2;33,5;98,3;27,9;69,3
Sul;SC;4202008;42070066;Urbana;Estadual;74,3;28,5;100;24,6;76,5
Sul;SC;4202008;42070074;Urbana;Estadual;75,2;29,8;93,8;25,4;60
Sul;SC;4202008;42114012;Urbana;Privada;98,3;4,3;92;41,4;82,2
Sul;SC;4202008;42116295;Urbana;Privada;98,5;6,2;81,8;21,7;60
Sul;SC;4202008;42140285;Urbana;Privada;95,8;11,3;83,3;23,7;68,4
Sul;SC;4202008;42144329;Urbana;Privada;99,5;3,7;96,7;35,8;62,1
Sul;SC;4202008;42151775;Urbana;Privada;99,1;3,5;100;38;85,4
Sul;SC;4202008;42152674;Urbana;Estadual;63;23,4;89,2;37,2;61,6
Sul;SC;4202008;42153824;Urbana;Privada;96,4;2,8;87,2;51,8;60,1
Sul;SC;4202008;42359260;Urbana;Privada;97,1;6,5;92,6;24;65,2
Sul;SC;4202057;42021693;Urbana;Estadual;80,3;21;90,9;27,9;61,7
Sul;SC;4202073;42078814;Urbana;Estadual;67,1;36,3;100;25,8;52,2
Sul;SC;4202081;42060591;Urbana;Estadual;79,4;25,2;85,7;17,2;53,7
Sul;SC;4202099;42059810;Urbana;Estadual;91,9;5,3;84,6;12,7;82,1
Sul;SC;4202107;42022231;Urbana;Estadual;70,4;22,9;90,9;31,1;51,9
Sul;SC;4202107;42152712;Urbana;Estadual;77,6;16,7;87,5;32,9;65,4
Sul;SC;4202131;42089840;Urbana;Estadual;92,5;16,5;94,4;24,3;74,2
Sul;SC;4202156;42067812;Urbana;Estadual;89,3;14,3;92,3;14;77,1
Sul;SC;4202206;42019222;Urbana;Estadual;84,9;24,1;84,2;22,6;65,3
Sul;SC;4202206;42019630;Urbana;Estadual;89,4;14,6;78,6;23,9;54,8
Sul;SC;4202305;42002273;Urbana;Estadual;93,3;20,5;87,9;26,7;73,2
Sul;SC;4202305;42002443;Urbana;Estadual;80;28;96,7;28,9;74,4
Sul;SC;4202305;42002451;Urbana;Estadual;80,6;27,7;98,3;26,2;76,3
Sul;SC;4202305;42002460;Urbana;Estadual;85;27,8;96;26,7;67,6
Sul;SC;4202305;42002869;Urbana;Estadual;83,2;30,2;100;23,6;61,5
Sul;SC;4202305;42113350;Urbana;Privada;97,7;2,2;100;33,8;97,4
Sul;SC;4202305;42132983;Rural;Estadual;87,5;25;57,1;8;0
Sul;SC;4202305;42145058;Urbana;Privada;96,3;7,1;100;28,3;83
Sul;SC;4202305;42156459;Urbana;Privada;98,2;16,5;85,7;28,8;69,2
Sul;SC;4202305;42198607;Rural;Estadual;75;58,3;20;12;0
Sul;SC;4202404;42015405;Urbana;Estadual;78,1;27,9;83,3;31,3;60
Sul;SC;4202404;42015570;Urbana;Estadual;78,1;27,1;100;24,8;73,7
Sul;SC;4202404;42015588;Urbana;Privada;97,1;1,8;100;40;69,4
Sul;SC;4202404;42015693;Urbana;Estadual;65,3;33,2;95,3;31,2;71,1
Sul;SC;4202404;42015715;Urbana;Estadual;83,1;26,5;91,9;25,7;54,7
Sul;SC;4202404;42015758;Urbana;Estadual;84,9;21,6;97,6;31,1;71,3
Sul;SC;4202404;42015987;Urbana;Estadual;83,5;10,3;86,9;24,2;74,6
Sul;SC;4202404;42015995;Urbana;Estadual;91,7;14,2;92,3;23,7;81,7
Sul;SC;4202404;42016002;Urbana;Estadual;85,5;26,6;92,5;25,4;61
Sul;SC;4202404;42016126;Urbana;Estadual;91,2;24;96,9;32,9;61,4
Sul;SC;4202404;42016134;Urbana;Estadual;73;31,1;90;32;73,9
Sul;SC;4202404;42016142;Urbana;Privada;97,1;1;100;48,8;48,3
Sul;SC;4202404;42016150;Urbana;Privada;98;2,7;100;32,3;56,6
Sul;SC;4202404;42016169;Urbana;Estadual;69,5;29;91,5;25,9;48,9
Sul;SC;4202404;42016177;Urbana;Estadual;86,9;30,2;93,1;25,4;70,8
Sul;SC;4202404;42016193;Urbana;Estadual;81;27,7;92,7;28,1;69,9
Sul;SC;4202404;42016207;Urbana;Privada;97,1;4,7;94,1;32,3;52,6
Sul;SC;4202404;42016223;Urbana;Estadual;68,2;30,5;90,9;30,8;62,2
Sul;SC;4202404;42016266;Urbana;Municipal;94,3;5,4;100;40;89,4
Sul;SC;4202404;42099501;Urbana;Federal;84,6;16,7;100;28,4;70,8
Sul;SC;4202404;42102367;Urbana;Estadual;74,7;34,6;92,9;27;56,3
Sul;SC;4202404;42103304;Urbana;Estadual;66,3;35,8;94,7;33,9;58,3
Sul;SC;4202404;42106435;Urbana;Estadual;85,5;23,7;94,3;35,3;64,8
Sul;SC;4202404;42109060;Urbana;Privada;100;7;83,3;14,3;64,7
Sul;SC;4202404;42123291;Urbana;Privada;100;1,4;94,4;36,5;81,1
Sul;SC;4202404;42133319;Urbana;Privada;97,6;5,5;95,8;41,3;67,2
Sul;SC;4202404;42153778;Urbana;Privada;100;0;100;4;71,4
Sul;SC;4202404;42154243;Urbana;Estadual;100;2,5;100;20;84,6
Sul;SC;4202404;42156360;Urbana;Privada;95,7;5,5;94,4;36,4;51,3
Sul;SC;4202404;42158133;Urbana;Privada;100;0;76,2;12,3;62,3
Sul;SC;4202404;42160456;Urbana;Estadual;83,7;24;88;35,7;87
Sul;SC;4202404;42160642;Urbana;Privada;98,4;3,4;85,7;19,7;64,6
Sul;SC;4202404;42272327;Urbana;Privada;97;5,9;97,6;22,7;75
Sul;SC;4202438;42029970;Urbana;Estadual;89,2;33,6;95,2;16,1;91,7
Sul;SC;4202453;42070511;Urbana;Estadual;86,7;14,8;100;27;64,6
Sul;SC;4202453;42070589;Urbana;Estadual;81,2;17,9;84,4;27,4;52,7
Sul;SC;4202503;42034817;Urbana;Estadual;61,7;44;76,2;17,7;53,2
Sul;SC;4202537;42084350;Urbana;Estadual;89,9;28,2;100;17,8;48,2
Sul;SC;4202578;42056837;Urbana;Estadual;94,8;11,9;100;9,8;87,5
Sul;SC;4202602;42152631;Urbana;Estadual;80,9;31,9;91,3;25,3;44,8
Sul;SC;4202701;42081106;Urbana;Estadual;91,4;17,5;86,4;22;47,2
Sul;SC;4202800;42008557;Rural;Estadual;94,2;11,8;86,7;22,7;45,8
Sul;SC;4202800;42008743;Urbana;Estadual;78,2;24,9;83,6;25,1;57,6
Sul;SC;4202800;42008751;Urbana;Estadual;80,6;21,2;79,5;22,6;58,6
Sul;SC;4202800;42008778;Rural;Estadual;95,4;15,9;92,3;23;70,6
Sul;SC;4202800;42154383;Rural;Privada;96,3;0;93,8;37,3;87,2
Sul;SC;4202800;42207223;Urbana;Privada;100;7,7;81,8;13;50
Sul;SC;4202859;42023815;Urbana;Estadual;83,2;13,5;94,4;22,2;45,4
Sul;SC;4202875;42044693;Urbana;Estadual;93,7;15,2;86,7;13,2;66,7
Sul;SC;4202909;42080185;Urbana;Estadual;81,8;24,8;92,3;25,6;59,8
Sul;SC;4202909;42080193;Urbana;Estadual;81,8;19,9;84;28,1;41,3
Sul;SC;4202909;42080258;Urbana;Privada;99,5;0,5;100;35,7;97
Sul;SC;4202909;42080274;Urbana;Estadual;76,6;19,5;85,4;31,2;69,6
Sul;SC;4202909;42080282;Urbana;Estadual;67,6;27,1;95,3;22,8;59
Sul;SC;4202909;42080290;Urbana;Estadual;77,8;21,6;93,9;24,3;56,2
Sul;SC;4202909;42080746;Urbana;Privada;98,4;2,6;100;31,8;87,8
Sul;SC;4202909;42080754;Urbana;Estadual;79,4;26,7;100;29,6;70,3
Sul;SC;4202909;42080762;Urbana;Estadual;78,6;21,1;94,3;28,9;56,6
Sul;SC;4202909;42080789;Urbana;Estadual;76,4;37,8;100;21,1;83,8
Sul;SC;4202909;42080800;Urbana;Estadual;83;26,6;84,6;23,3;53,8
Sul;SC;4202909;42143314;Urbana;Estadual;86,8;22,6;81,1;25,8;64,3
Sul;SC;4202909;42150663;Urbana;Federal;98,3;4,9;90,4;33,9;78,3
Sul;SC;4202909;42155274;Urbana;Privada;97,9;3,6;100;39,2;80
Sul;SC;4202909;42155541;Urbana;Privada;100;1,8;100;18,3;92,3
Sul;SC;4202909;42156378;Urbana;Privada;100;3,8;100;34,7;27,5
Sul;SC;4203006;42066760;Urbana;Federal;94,1;13,7;98,35;23,4;72,9
Sul;SC;4203006;42071569;Urbana;Estadual;74,1;23,7;90;29,3;67,3
Sul;SC;4203006;42072182;Urbana;Estadual;68,7;38,5;84,2;10,8;57
Sul;SC;4203006;42072301;Urbana;Estadual;76,5;28,8;98,4;22,9;69,3
Sul;SC;4203006;42072360;Urbana;Privada;94,6;2,1;93,8;23,5;55,1
Sul;SC;4203006;42072379;Urbana;Estadual;81,1;17,8;100;30,4;64,2
Sul;SC;4203006;42072425;Urbana;Estadual;73,7;36,9;96,2;18,6;65,5
Sul;SC;4203006;42121680;Urbana;Estadual;64,8;24,9;96,9;22,3;65
Sul;SC;4203006;42144965;Urbana;Privada;96,1;2,4;100;28;82,9
Sul;SC;4203105;42055539;Urbana;Estadual;97,2;12,4;84,8;20,8;58,9
Sul;SC;4203154;42072719;Urbana;Estadual;77;20,3;100;20,5;43,5
Sul;SC;4203204;42070384;Urbana;Estadual;82;25,1;95,2;26,8;71,5
Sul;SC;4203204;42070392;Urbana;Estadual;64,3;30,7;92,1;28,9;62,4
Sul;SC;4203204;42070406;Urbana;Federal;90,2;24,5;100;29,3;97,2
Sul;SC;4203204;42101212;Urbana;Estadual;84,2;26,5;93,2;26;71,4
Sul;SC;4203204;42109159;Urbana;Estadual;82,2;30;92,6;31,9;58,4
Sul;SC;4203204;42127815;Urbana;Privada;99;1,9;83,3;26,5;66,7
Sul;SC;4203204;42130930;Urbana;Privada;96,2;3,6;92,9;28;54,3
Sul;SC;4203204;42155649;Urbana;Privada;100;4,7;95;14,3;67,3
Sul;SC;4203204;42162408;Urbana;Privada;100;5,3;72,7;12,7;41,7
Sul;SC;4203253;42029139;Urbana;Estadual;86,1;32;86,7;18,8;57,1
Sul;SC;4203303;42098823;Urbana;Estadual;93,7;18;81;25,6;73,8
Sul;SC;4203303;42099072;Urbana;Estadual;83,6;15,1;93,3;23,8;96,7
Sul;SC;4203402;42036984;Rural;Municipal;87,2;17,1;81,8;10,3;50
Sul;SC;4203402;42037352;Urbana;Estadual;90,7;15,1;82,1;24,2;61,1
Sul;SC;4203501;42065780;Urbana;Estadual;79,5;20,6;93,6;19,1;50
Sul;SC;4203501;42066751;Urbana;Estadual;84,5;12,5;95,7;18,7;80,6
Sul;SC;4203501;42103223;Rural;Estadual;93,5;13,4;97,05;21,3;72,6
Sul;SC;4203600;42043794;Urbana;Estadual;96,7;15,1;100;28,7;76,9
Sul;SC;4203600;42044529;Urbana;Estadual;86,2;17,6;95,5;27,8;50,4
Sul;SC;4203600;42044537;Urbana;Estadual;80,7;26,1;94,7;26,8;68,8
Sul;SC;4203600;42044545;Urbana;Privada;94,8;2,6;100;25,7;83,3
Sul;SC;4203600;42044588;Rural;Estadual;90,5;20;77,8;15;64,5
Sul;SC;4203709;42081629;Rural;Estadual;94,9;11,7;62,5;20;29,5
Sul;SC;4203709;42081823;Urbana;Estadual;94,6;20,1;92;25,8;64,2
