Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;1a;2a;3a;4a;Nao-seriado;MED_CAT_0;MED_01_CAT_0;MED_02_CAT_0;MED_03_CAT_0;MED_04_CAT_0
Sudeste;SP;3550308;35106159;Urbana;Privada;99,0;100;96,8;100;--;--;1,1;0;0;2,7;--
Sudeste;SP;3550308;35106203;Urbana;Privada;87,5;75;100;87,5;--;--;58,8;100;50;44,4;--
Sudeste;SP;3550308;35106240;Urbana;Privada;94,6;88,5;94,7;100;--;--;33,7;32;27,8;42,9;--
Sudeste;SP;3550308;35106367;Urbana;Privada;94,4;85,7;96,6;100;--;--;5,6;9,5;6,9;0;--
Sudeste;SP;3550308;35106471;Urbana;Privada;100,0;100;100;100;--;--;33,3;100;0;0;--
Sudeste;SP;3550308;35106616;Urbana;Privada;98,2;96,3;100;98,5;--;--;3,1;1,2;3,9;4,5;--
Sudeste;SP;3550308;35106628;Urbana;Privada;95,9;100;88,9;100;--;--;6,1;4,2;11,1;2,6;--
Sudeste;SP;3550308;35106636;Urbana;Privada;99,6;98,9;100;100;--;--;11,4;13;9,9;11,1;--
Sudeste;SP;3550308;35106677;Urbana;Privada;100,0;100;100;100;--;--;4;1,6;4,5;5,4;--
Sudeste;SP;3550308;35106756;Urbana;Privada;100,0;--;--;100;--;--;2,3;--;--;2,3;--
Sudeste;SP;3550308;35106768;Urbana;Privada;96,6;100;92,6;97,1;--;--;0;0;0;0;--
Sudeste;SP;3550308;35106800;Urbana;Privada;99,2;100;98;100;--;--;1,6;0;2;3,6;--
Sudeste;SP;3550308;35106884;Urbana;Privada;97,5;94,2;98,8;100;--;--;4,8;6,8;3,5;3,9;--
Sudeste;SP;3550308;35106896;Urbana;Privada;99,0;100;95,8;100;--;--;7,2;14,3;12,5;0;--
Sudeste;SP;3550308;35106926;Urbana;Privada;97,4;97;96,3;99;--;--;12,3;18;12,7;6,6;--
Sudeste;SP;3550308;35106999;Urbana;Privada;92,2;91,3;87,5;100;--;--;15,7;8,7;37,5;0;--
Sudeste;SP;3550308;35107049;Urbana;Privada;92,1;86,3;93,8;100;--;--;3,2;6,3;1,9;0;--
Sudeste;SP;3550308;35107050;Urbana;Privada;93,5;92,9;83,3;100;--;--;2,1;0;0;5;--
Sudeste;SP;3550308;35107116;Urbana;Privada;99,2;100;97,5;100;--;--;3,3;3,8;2,6;3,1;--
Sudeste;SP;3550308;35107128;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35107153;Urbana;Privada;99,0;96,9;100;100;--;--;8,3;18,2;3,3;3;--
Sudeste;SP;3550308;35107165;Urbana;Privada;90,0;84,6;89,5;100;--;--;3,3;7,7;0;0;--
Sudeste;SP;3550308;35107177;Urbana;Privada;98,2;97,5;97,5;99,5;--;--;1,7;1,2;3;1,3;--
Sudeste;SP;3550308;35107190;Urbana;Privada;98,0;96;97,8;100;--;--;1,3;0;2,1;1,9;--
Sudeste;SP;3550308;35107219;Urbana;Privada;100,0;100;100;100;--;--;3,3;0;25;0;--
Sudeste;SP;3550308;35107256;Urbana;Privada;98,6;95;100;100;--;--;4,1;5;4;3,6;--
Sudeste;SP;3550308;35107335;Urbana;Privada;100,0;100;100;--;--;--;11,1;6,5;21,4;--;--
Sudeste;SP;3550308;35107396;Urbana;Privada;100,0;--;100;100;--;--;5,3;--;0;14,3;--
Sudeste;SP;3550308;35107402;Urbana;Privada;96,2;96,6;92,9;100;--;--;1,9;3,4;2,3;0;--
Sudeste;SP;3550308;35107414;Urbana;Privada;98,8;97;100;100;--;--;1,2;0;0;3,3;--
Sudeste;SP;3550308;35107475;Urbana;Privada;92,8;93,2;83,9;100;--;--;4,6;1,6;6,1;8,3;--
Sudeste;SP;3550308;35107487;Urbana;Privada;98,6;95;100;100;--;--;3,6;1,7;6,4;3,2;--
Sudeste;SP;3550308;35107499;Urbana;Privada;95,7;92,9;100;92,9;--;--;8,7;0;11,1;14,3;--
Sudeste;SP;3550308;35107517;Urbana;Privada;99,1;99,2;99,1;99;--;--;1,7;0,8;0;4,7;--
Sudeste;SP;3550308;35107529;Urbana;Privada;98,8;100;96,2;100;--;--;7,5;3,2;4,2;16;--
Sudeste;SP;3550308;35107542;Urbana;Privada;96,6;94,7;97,4;98,5;--;--;4,9;2,6;5,1;7,7;--
Sudeste;SP;3550308;35107554;Urbana;Privada;100,0;100;100;100;--;--;2,8;5;0;0;--
Sudeste;SP;3550308;35107591;Urbana;Privada;97,8;95,9;98,6;99,3;--;--;7,3;9,2;7,7;4,6;--
Sudeste;SP;3550308;35107608;Urbana;Privada;99,6;98,7;100;100;--;--;5,1;6,3;4,4;4,5;--
Sudeste;SP;3550308;35107612;Urbana;Privada;97,3;97,2;95,8;100;--;--;1,7;2,7;2;0;--
Sudeste;SP;3550308;35107633;Urbana;Privada;97,8;94,8;99,2;100;--;--;6,2;9,8;5,9;2;--
Sudeste;SP;3550308;35107645;Urbana;Privada;97,9;94,7;100;100;--;--;5,1;5,9;3,8;5,6;--
Sudeste;SP;3550308;35107682;Urbana;Privada;98,3;98,2;97,1;99,6;--;--;3,4;3,6;3,2;3,4;--
Sudeste;SP;3550308;35107700;Urbana;Privada;98,9;100;96,2;100;--;--;4,2;7,1;0;4,9;--
Sudeste;SP;3550308;35107736;Urbana;Privada;100,0;100;100;100;--;--;9,3;9,1;13;6,6;--
Sudeste;SP;3550308;35107773;Urbana;Privada;99,3;100;96,9;100;100;--;0,7;2;0;0;0
Sudeste;SP;3550308;35107803;Urbana;Privada;94,0;86,8;100;100;--;--;3,6;2,6;6,3;3,3;--
Sudeste;SP;3550308;35107827;Urbana;Privada;100,0;100;100;100;--;--;5,8;9,1;5;0;--
Sudeste;SP;3550308;35107906;Urbana;Privada;100,0;100;100;100;--;--;4,3;2,3;2,2;11,1;--
Sudeste;SP;3550308;35107924;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35107967;Urbana;Privada;100,0;100;--;100;--;--;72,7;80,6;--;57,9;--
Sudeste;SP;3550308;35115307;Urbana;Privada;100,0;100;100;100;--;--;2,2;3,4;0;3,1;--
Sudeste;SP;3550308;35115423;Urbana;Privada;100,0;100;100;100;--;--;6,7;10;0;0;--
Sudeste;SP;3550308;35117912;Urbana;Privada;98,5;100;95,2;100;--;--;4,6;6,1;0;7,7;--
Sudeste;SP;3550308;35118151;Urbana;Privada;100,0;100;100;100;--;100;0;0;0;0;--
Sudeste;SP;3550308;35118163;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35118357;Urbana;Privada;100,0;100;100;100;--;--;9,1;7,7;6,7;12,5;--
Sudeste;SP;3550308;35118497;Urbana;Privada;100,0;100;--;--;--;100;25;25;--;--;--
Sudeste;SP;3550308;35118679;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35118758;Urbana;Privada;95,1;89,7;97,1;100;--;--;3,8;0;0;17,6;--
Sudeste;SP;3550308;35118898;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35118928;Urbana;Privada;99,6;98,8;100;100;--;--;5,3;5;6,4;4,7;--
Sudeste;SP;3550308;35118936;Urbana;Privada;90,6;78,3;100;100;--;--;5,5;0;7,1;11,8;--
Sudeste;SP;3550308;35118977;Urbana;Privada;100,0;100;100;100;--;--;2,5;5,9;0;3,1;--
Sudeste;SP;3550308;35118989;Urbana;Privada;97,1;96,2;100;94,1;--;--;7,2;8;4;10,5;--
Sudeste;SP;3550308;35118990;Urbana;Privada;98,7;95,7;100;100;--;--;2,5;4;3,3;0;--
Sudeste;SP;3550308;35119039;Urbana;Privada;100,0;100;100;100;--;--;1,2;0;2,6;0;--
Sudeste;SP;3550308;35119040;Urbana;Privada;99,1;98,2;100;100;--;--;2,6;1,8;6,7;0;--
Sudeste;SP;3550308;35119106;Urbana;Privada;100,0;100;100;100;--;--;3,4;0;4,8;4,3;--
Sudeste;SP;3550308;35119118;Urbana;Privada;97,1;96,8;94,4;100;--;--;3,9;3,2;5,7;2,8;--
Sudeste;SP;3550308;35119192;Urbana;Privada;100,0;100;100;100;--;--;1,1;4;0;0;--
Sudeste;SP;3550308;35119209;Urbana;Privada;100,0;100;100;100;--;--;1,4;3,4;0;0;--
Sudeste;SP;3550308;35119210;Urbana;Privada;100,0;100;100;100;--;--;5,6;0;15,4;0;--
Sudeste;SP;3550308;35119222;Urbana;Privada;99,0;100;96,6;100;--;--;3;5,1;3,4;0;--
Sudeste;SP;3550308;35119234;Urbana;Privada;100,0;--;100;100;--;--;4,8;--;8,3;0;--
Sudeste;SP;3550308;35119261;Urbana;Privada;96,0;93,8;96,1;98,7;--;--;16,9;21,1;22,4;6,5;--
Sudeste;SP;3550308;35119374;Urbana;Privada;95,1;81,8;100;100;--;--;5,3;10;0;5,6;--
Sudeste;SP;3550308;35119982;Urbana;Privada;96,0;96,1;94,9;97,2;--;--;0;0;0;0;--
Sudeste;SP;3550308;35120017;Urbana;Privada;92,2;93,3;90,9;91,7;--;--;8,1;7,4;13;0;--
Sudeste;SP;3550308;35120029;Urbana;Privada;94,4;86,7;100;100;--;--;5,4;6,7;0;7,1;--
Sudeste;SP;3550308;35120030;Urbana;Privada;100,0;100;100;100;--;--;3,3;2,9;3,2;4;--
Sudeste;SP;3550308;35120285;Urbana;Privada;97,9;96,2;98,6;99;--;--;2,1;3,7;0,7;1,9;--
Sudeste;SP;3550308;35120339;Urbana;Privada;99,4;99,3;98,9;100;--;--;8,7;8;9,1;9,2;--
Sudeste;SP;3550308;35120406;Urbana;Privada;100,0;100;100;100;--;--;4,1;0;3,9;7,9;--
Sudeste;SP;3550308;35121484;Urbana;Estadual;97,6;96,9;95,8;100;--;--;14,7;22,2;13,8;6,7;--
Sudeste;SP;3550308;35124175;Urbana;Privada;100,0;100;100;100;--;--;4,2;8,7;5;0;--
Sudeste;SP;3550308;35124199;Urbana;Privada;97,2;96;97,3;99,1;--;--;0,6;1;0;0,8;--
Sudeste;SP;3550308;35124291;Urbana;Privada;100,0;100;100;100;--;--;8;22,2;0;0;--
Sudeste;SP;3550308;35124400;Urbana;Privada;100,0;100;100;100;--;--;16,1;7,7;33,3;16,7;--
Sudeste;SP;3550308;35124436;Urbana;Privada;100,0;100;100;100;--;--;6,8;8,7;0;18,2;--
Sudeste;SP;3550308;35124448;Urbana;Privada;100,0;100;100;100;--;--;5,3;6,5;5,7;3,6;--
Sudeste;SP;3550308;35124459;Urbana;Privada;100,0;100;100;100;--;--;3,2;4,8;0;2,8;--
Sudeste;SP;3550308;35124527;Urbana;Privada;100,0;100;100;100;--;--;5,5;3,1;5,9;8,3;--
Sudeste;SP;3550308;35124576;Urbana;Privada;100,0;100;100;100;--;--;5,7;0;5,9;14,3;--
Sudeste;SP;3550308;35124709;Urbana;Privada;100,0;100;100;100;--;--;5,7;0;3,3;9,1;--
Sudeste;SP;3550308;35124795;Urbana;Privada;100,0;100;100;100;--;--;5,1;3,4;11,8;3,1;--
Sudeste;SP;3550308;35124849;Urbana;Privada;86,5;90;75;87;--;--;14,3;28,6;28,6;4,8;--
Sudeste;SP;3550308;35125398;Urbana;Privada;98,3;97,2;97,8;100;--;--;4,9;5,4;4,2;5,4;--
Sudeste;SP;3550308;35125726;Urbana;Privada;99,2;97,3;100;100;--;--;4,8;2,5;6;5,6;--
Sudeste;SP;3550308;35125891;Urbana;Privada;96,2;100;90;100;--;--;11,1;0;27,3;0;--
Sudeste;SP;3550308;35125908;Urbana;Privada;100,0;100;100;100;--;--;8,8;12,5;5;7,7;--
Sudeste;SP;3550308;35126123;Urbana;Privada;100,0;100;100;100;--;--;16,7;10;18,2;22,2;--
Sudeste;SP;3550308;35126366;Urbana;Privada;99,4;100;100;97,8;--;--;3,6;3,4;3,2;4,4;--
Sudeste;SP;3550308;35126718;Urbana;Privada;95,5;91,4;95,3;100;--;--;5,3;2,3;4,1;9,3;--
Sudeste;SP;3550308;35126724;Urbana;Privada;99,2;100;97,1;100;--;--;16,3;9,8;23,5;18,2;--
Sudeste;SP;3550308;35127197;Urbana;Privada;100,0;100;100;--;--;--;2,3;3,2;0;--;--
Sudeste;SP;3550308;35127231;Urbana;Privada;97,5;93,5;100;100;--;--;4,3;3,2;7,7;2,1;--
Sudeste;SP;3550308;35127991;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35129159;Urbana;Privada;100,0;100;--;--;--;--;0;0;--;--;--
Sudeste;SP;3550308;35130175;Urbana;Privada;100,0;100;100;100;--;--;8,8;10;16,7;0;--
Sudeste;SP;3550308;35130205;Urbana;Privada;100,0;--;100;100;--;--;4,3;--;2,5;6;--
Sudeste;SP;3550308;35130217;Urbana;Privada;95,9;92;95,7;100;--;--;10,3;7,4;8;15,4;--
Sudeste;SP;3550308;35130254;Urbana;Privada;100,0;100;100;100;--;--;3,3;0;13,3;0;--
Sudeste;SP;3550308;35130321;Urbana;Estadual;71,8;65,4;82,6;72,2;--;--;35,1;44,8;22,3;29,7;--
Sudeste;SP;3550308;35130333;Urbana;Estadual;78,5;78,8;77,3;79,1;--;--;21;23,8;19;18,3;--
Sudeste;SP;3550308;35130369;Urbana;Privada;99,1;100;97,6;100;--;--;4,7;2,9;7,5;3,1;--
Sudeste;SP;3550308;35130540;Urbana;Privada;98,9;99,2;97,6;100;--;--;8,6;11;9,2;5,5;--
Sudeste;SP;3550308;35130758;Urbana;Privada;97,2;97,4;96,1;97,8;--;--;1,7;1,5;0,8;3;--
Sudeste;SP;3550308;35131507;Urbana;Privada;97,3;95,5;100;97,3;--;--;6;6,7;5,9;5,4;--
Sudeste;SP;3550308;35131660;Urbana;Privada;100,0;100;100;100;--;--;0,7;1;0;1,1;--
Sudeste;SP;3550308;35131738;Urbana;Privada;96,5;94,1;95,5;100;--;--;7,1;2,9;8,7;11,1;--
Sudeste;SP;3550308;35131787;Urbana;Privada;96,9;96,8;100;90,9;--;--;6;3,2;8,7;7,7;--
Sudeste;SP;3550308;35131799;Urbana;Privada;100,0;100;--;100;--;--;0;0;--;0;--
Sudeste;SP;3550308;35131805;Urbana;Privada;100,0;100;100;100;--;--;2,1;2,7;3,7;0;--
Sudeste;SP;3550308;35131912;Urbana;Privada;100,0;100;100;100;--;--;22,7;37,5;20;0;--
Sudeste;SP;3550308;35132214;Urbana;Privada;99,4;99,4;98,4;100;--;--;3,3;1,9;3,1;4,5;--
Sudeste;SP;3550308;35132287;Urbana;Privada;99,6;98;100;100;--;--;1,8;2;2,3;1,5;--
Sudeste;SP;3550308;35132559;Urbana;Privada;100,0;--;100;100;--;--;0;--;0;0;--
Sudeste;SP;3550308;35132986;Urbana;Privada;87,5;82,8;84;96,2;--;--;4,9;6,7;4;3,7;--
Sudeste;SP;3550308;35133152;Urbana;Privada;86,1;76,5;85,7;100;--;--;17,1;11,8;42,9;9,1;--
Sudeste;SP;3550308;35133176;Urbana;Privada;100,0;100;100;100;--;--;1,9;0;0;5,6;--
Sudeste;SP;3550308;35133346;Urbana;Privada;95,5;92,3;96;100;--;--;4,5;0;12;0;--
Sudeste;SP;3550308;35133395;Urbana;Privada;97,0;96,7;94,9;98,7;--;--;4,6;2,6;6,1;5,4;--
Sudeste;SP;3550308;35133401;Urbana;Privada;100,0;100;100;100;--;--;6,1;3;8,8;5,3;--
Sudeste;SP;3550308;35133450;Urbana;Privada;98,4;98,4;96,6;100;--;--;6,7;6,5;7,1;6,7;--
Sudeste;SP;3550308;35133462;Urbana;Privada;88,6;100;100;66,7;--;--;6,8;0;11,1;13,3;--
Sudeste;SP;3550308;35133498;Urbana;Privada;99,1;100;96,6;100;--;--;6,5;5,7;6,9;7,7;--
Sudeste;SP;3550308;35133541;Urbana;Privada;100,0;100;100;100;--;--;2,1;7,7;0;0;--
Sudeste;SP;3550308;35133565;Urbana;Privada;100,0;100;100;100;--;--;5,9;9,5;0;5,3;--
Sudeste;SP;3550308;35134132;Urbana;Privada;97,0;97,3;94,7;100;--;--;6;5,4;5,6;8,3;--
Sudeste;SP;3550308;35134569;Urbana;Privada;100,0;100;100;100;--;--;5,4;2,8;0;12,9;--
Sudeste;SP;3550308;35134673;Urbana;Privada;98,4;97,1;100;100;--;--;6,3;4,5;7,7;8,8;--
Sudeste;SP;3550308;35134788;Urbana;Privada;91,8;94,7;76,9;100;--;--;1,9;0;6,7;0;--
Sudeste;SP;3550308;35134806;Urbana;Privada;99,5;99,2;99,4;100;--;--;2,1;2;1,8;2,6;--
Sudeste;SP;3550308;35134958;Urbana;Privada;100,0;100;100;100;--;--;2;5,6;0;0;--
Sudeste;SP;3550308;35135021;Urbana;Privada;97,5;100;100;92,3;--;--;2,5;5,9;0;0;--
Sudeste;SP;3550308;35135057;Urbana;Privada;100,0;100;100;100;--;--;2,3;4,1;2,8;0;--
Sudeste;SP;3550308;35135434;Urbana;Privada;95,5;89,8;100;100;--;--;3,7;2,1;0;9,7;--
Sudeste;SP;3550308;35135446;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35135471;Urbana;Privada;100,0;100;100;100;--;--;7,6;10,3;0;9,5;--
Sudeste;SP;3550308;35135525;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35135549;Urbana;Privada;100,0;100;100;100;--;--;3,3;3,2;2,1;4,7;--
Sudeste;SP;3550308;35135550;Urbana;Privada;97,9;93,3;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35135562;Urbana;Privada;98,5;96,2;100;100;--;--;1,5;0;4,8;0;--
Sudeste;SP;3550308;35136189;Urbana;Privada;100,0;100;100;100;--;--;62,2;57,1;57,7;72,5;--
Sudeste;SP;3550308;35136335;Urbana;Privada;100,0;100;100;100;--;--;33,6;35;26;44,8;--
Sudeste;SP;3550308;35136359;Urbana;Privada;92,2;90,6;89,2;100;--;--;2,6;1,9;5,4;0;--
Sudeste;SP;3550308;35136396;Urbana;Privada;97,1;--;94,1;100;--;--;6,1;--;12,5;0;--
Sudeste;SP;3550308;35136463;Urbana;Privada;99,1;100;96,9;100;--;--;4,3;3,8;6,5;3,3;--
Sudeste;SP;3550308;35136566;Urbana;Privada;100,0;100;--;100;--;--;14,3;0;--;40;--
Sudeste;SP;3550308;35136608;Urbana;Privada;100,0;--;100;100;--;--;10,6;--;10,3;11,1;--
Sudeste;SP;3550308;35136897;Urbana;Privada;100,0;100;100;100;--;--;1,9;4;0;0;--
Sudeste;SP;3550308;35136918;Urbana;Privada;96,4;--;100;94,4;--;--;0;--;0;0;--
Sudeste;SP;3550308;35136931;Urbana;Privada;94,3;92;90,6;100;--;--;1,7;1,2;1,6;2,3;--
Sudeste;SP;3550308;35136943;Urbana;Privada;100,0;100;100;100;--;--;3,6;3,3;7,3;0;--
Sudeste;SP;3550308;35137042;Urbana;Privada;98,5;96,9;97,6;100;--;--;5,6;2,9;11,6;3;--
Sudeste;SP;3550308;35137066;Urbana;Privada;100,0;100;100;100;--;--;4,3;5;0;7,1;--
Sudeste;SP;3550308;35137078;Urbana;Privada;95,0;95,7;94,4;94,7;--;--;9,8;8,3;10,5;11,1;--
Sudeste;SP;3550308;35137108;Urbana;Privada;98,1;95,4;100;100;--;--;5,3;6,3;7,3;2,2;--
Sudeste;SP;3550308;35137133;Urbana;Privada;98,0;96,9;97,6;100;--;--;1,3;1,5;2,4;0;--
Sudeste;SP;3550308;35137397;Urbana;Privada;97,5;95,1;98,4;100;--;--;3,9;4,9;3,2;3,4;--
Sudeste;SP;3550308;35137418;Urbana;Privada;100,0;100;100;100;--;--;9,2;14,3;6,5;5,6;--
Sudeste;SP;3550308;35137546;Urbana;Privada;100,0;100;100;100;--;--;3,1;2,4;2,8;5;--
Sudeste;SP;3550308;35138216;Urbana;Privada;100,0;100;--;100;--;--;0;0;--;0;--
Sudeste;SP;3550308;35138435;Urbana;Privada;97,5;100;90,9;100;--;--;12,5;7,1;0;28,6;--
Sudeste;SP;3550308;35138502;Urbana;Privada;100,0;100;--;100;--;--;4,8;7,7;--;0;--
Sudeste;SP;3550308;35138526;Urbana;Privada;100,0;100;100;100;--;--;6,5;8,7;0;10;--
Sudeste;SP;3550308;35138575;Urbana;Privada;99,5;98,4;100;100;--;--;1;0;3,2;0;--
Sudeste;SP;3550308;35138988;Urbana;Privada;100,0;100;100;100;--;--;10,9;16,7;9,5;0;--
Sudeste;SP;3550308;35139051;Urbana;Privada;100,0;--;100;100;--;--;5,6;--;0;14,3;--
Sudeste;SP;3550308;35139063;Urbana;Privada;96,3;92,3;100;100;--;--;3,4;3,8;5;0;--
Sudeste;SP;3550308;35139099;Urbana;Privada;100,0;100;100;100;--;--;11,5;5,3;18,8;11,8;--
Sudeste;SP;3550308;35139129;Urbana;Privada;98,5;99,2;97,8;98,2;--;--;5;4,7;4,3;6;--
Sudeste;SP;3550308;35139221;Urbana;Privada;95,2;97,7;88,6;100;--;--;4;0;4,7;8,1;--
Sudeste;SP;3550308;35139233;Urbana;Privada;99,0;100;95,8;100;--;--;2,9;2,3;8,7;0;--
Sudeste;SP;3550308;35139497;Urbana;Privada;96,5;91,3;100;100;--;--;1,7;2,8;0;1,7;--
Sudeste;SP;3550308;35139580;Urbana;Privada;100,0;100;100;100;--;--;2,5;2;1,8;3,7;--
Sudeste;SP;3550308;35139774;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35139798;Urbana;Privada;97,4;92,3;100;100;--;--;5;15,4;0;0;--
Sudeste;SP;3550308;35139804;Urbana;Privada;98,4;97,8;97,7;100;--;--;4;2,2;7,1;2,7;--
Sudeste;SP;3550308;35140004;Urbana;Privada;98,3;94,7;100;100;--;--;4,3;2,6;2,3;8,6;--
Sudeste;SP;3550308;35140314;Urbana;Privada;93,2;85,5;100;97,7;--;--;5,6;8,2;2,4;4,8;--
Sudeste;SP;3550308;35140326;Urbana;Privada;100,0;100;100;100;--;--;6;15,4;0;4;--
Sudeste;SP;3550308;35140338;Urbana;Privada;98,0;96,2;98,9;98,8;--;--;2;3,9;2,1;0;--
Sudeste;SP;3550308;35140348;Urbana;Privada;99,2;97,9;100;100;--;--;4,8;8,2;2,8;2,6;--
Sudeste;SP;3550308;35140351;Urbana;Privada;98,2;96,7;97,8;100;--;--;1,4;2,4;1,1;0,8;--
Sudeste;SP;3550308;35140740;Urbana;Privada;100,0;100;100;100;--;--;11,1;11,1;6,3;15;--
Sudeste;SP;3550308;35140880;Urbana;Privada;100,0;100;100;100;--;--;2,6;1,2;4,2;2,6;--
Sudeste;SP;3550308;35141203;Urbana;Privada;93,3;91,7;100;--;--;--;0;0;0;--;--
Sudeste;SP;3550308;35141240;Urbana;Privada;100,0;100;100;100;--;--;0,8;2,1;0;0;--
Sudeste;SP;3550308;35141264;Urbana;Privada;93,5;90,5;100;88,2;--;--;3,1;0;3,8;5;--
Sudeste;SP;3550308;35141297;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35141331;Urbana;Privada;93,5;100;90;92,9;--;--;14,8;28,6;0;16,7;--
Sudeste;SP;3550308;35141446;Urbana;Privada;98,3;96,3;100;100;--;--;7,1;15,4;0;0;--
Sudeste;SP;3550308;35141483;Urbana;Privada;97,5;98,3;96,5;97,8;--;--;3,1;3,3;1,8;4,3;--
Sudeste;SP;3550308;35141689;Urbana;Privada;99,4;100;100;98,8;--;--;8,1;4,2;10,5;7,5;--
Sudeste;SP;3550308;35141768;Urbana;Privada;100,0;100;100;100;--;--;5,7;0;0;17,4;--
Sudeste;SP;3550308;35141773;Urbana;Privada;97,1;97,1;100;95,7;--;--;4,7;2,9;7,7;4,4;--
Sudeste;SP;3550308;35141902;Urbana;Privada;100,0;100;100;100;--;--;16,7;12,5;0;25;--
Sudeste;SP;3550308;35141948;Urbana;Privada;95,5;94,1;95,7;96,2;--;--;15,2;13,3;17,4;14,3;--
Sudeste;SP;3550308;35142013;Urbana;Privada;100,0;100;100;100;--;--;4,3;0;0;12,9;--
Sudeste;SP;3550308;35142037;Urbana;Privada;100,0;100;100;100;--;--;28,6;0;50;33,3;--
Sudeste;SP;3550308;35142311;Urbana;Privada;91,8;100;83,3;92,9;--;--;0;0;0;0;--
Sudeste;SP;3550308;35142323;Urbana;Privada;84,6;84,6;--;--;--;--;7,7;7,7;--;--;--
Sudeste;SP;3550308;35142505;Urbana;Privada;100,0;100;100;100;--;--;3,6;2,9;3,8;4,2;--
Sudeste;SP;3550308;35142529;Urbana;Privada;98,2;96;100;100;--;--;1,8;0;8,3;0;--
Sudeste;SP;3550308;35142700;Urbana;Privada;100,0;100;100;100;--;--;4,9;0;25;4,5;--
Sudeste;SP;3550308;35142724;Urbana;Privada;99,1;97,9;100;100;--;--;6,9;6,3;4,8;8,5;--
Sudeste;SP;3550308;35142736;Urbana;Privada;97,0;94,2;96,9;100;--;--;8,6;7,2;9,2;9,4;--
Sudeste;SP;3550308;35142759;Urbana;Privada;97,0;94,6;98,8;98,2;--;--;2,7;1,1;6,2;0;--
Sudeste;SP;3550308;35142864;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35142876;Urbana;Privada;100,0;100;100;100;--;--;5,2;3,7;10,3;2,5;--
Sudeste;SP;3550308;35142888;Urbana;Privada;98,0;100;95,2;100;--;--;4,2;0;9,5;0;--
Sudeste;SP;3550308;35143157;Urbana;Privada;97,3;94;100;100;--;--;3,5;2;3,6;5,6;--
Sudeste;SP;3550308;35143200;Urbana;Privada;100,0;100;100;100;--;--;1;0,8;0;2;--
Sudeste;SP;3550308;35143397;Urbana;Privada;98,0;100;100;94,7;--;--;8,2;5;9,1;11,1;--
Sudeste;SP;3550308;35143406;Urbana;Privada;94,6;88,6;97,1;100;--;--;2,1;5,6;0;0;--
Sudeste;SP;3550308;35143571;Urbana;Privada;100,0;100;100;100;--;--;2,3;0;0;6,5;--
Sudeste;SP;3550308;35143595;Urbana;Privada;100,0;100;100;100;--;--;5;0;3;14,3;--
Sudeste;SP;3550308;35143873;Urbana;Privada;94,9;93,3;91,7;100;--;--;58,5;53,3;60;63,6;--
Sudeste;SP;3550308;35143959;Urbana;Privada;100,0;100;100;100;--;--;6,1;8,3;6,7;4,3;--
Sudeste;SP;3550308;35144186;Urbana;Privada;96,1;88,9;96,4;100;--;--;5,1;10,5;7,1;0;--
Sudeste;SP;3550308;35144228;Urbana;Privada;98,5;94,9;100;100;--;--;5,5;5,2;3,2;7,6;--
Sudeste;SP;3550308;35144241;Urbana;Privada;100,0;100;100;100;--;--;5,8;9,4;4,8;2,3;--
Sudeste;SP;3550308;35144307;Urbana;Privada;100,0;100;100;100;--;--;2,3;7,7;0;0;--
Sudeste;SP;3550308;35144459;Urbana;Privada;100,0;100;100;100;--;--;0;0;0;0;--
Sudeste;SP;3550308;35144721;Urbana;Privada;100,0;100;100;100;--;--;3,8;3,3;3,7;4,5;--
Sudeste;SP;3550308;35144824;Urbana;Privada;100,0;100;100;100;--;--;5,6;10;9,1;0;--
Sudeste;SP;3550308;35144952;Urbana;Privada;97,2;93,1;99,1;100;--;--;1,5;1,3;2,6;0,7;--
Sudeste;SP;3550308;35150061;Urbana;Privada;93,0;89,7;93,8;100;--;--;5,6;7,4;0;8,3;--
Sudeste;SP;3550308;35150265;Urbana;Privada;100,0;100;100;100;--;--;1,8;3,1;2,3;0;--
Sudeste;SP;3550308;35150885;Urbana;Privada;98,5;99;96,5;100;--;--;2,1;1;4,2;1,1;--
Sudeste;SP;3550308;35151348;Urbana;Privada;100,0;100;100;100;--;--;9,5;5,4;9,1;16;--
